Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Furniture,Los Angeles,United States,Lindsay Shagiari,20.00%,1,06-11-2016,US-2016-125969,90004,"Global Task Chair, Black",-9,2,West,81,Home Office,10-11-2016,Second Class,California,Chairs
Furniture,Los Angeles,United States,Lindsay Shagiari,0.00%,1,06-11-2016,US-2016-125969,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,26,3,West,239,Home Office,10-11-2016,Second Class,California,Furnishings
Technology,Columbus,United States,Dorothy Wardle,40.00%,1,02-02-2017,US-2017-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,-12,5,East,60,Corporate,05-02-2017,First Class,Ohio,Phones
Office Supplies,Columbus,United States,Dorothy Wardle,20.00%,1,02-02-2017,US-2017-164147,43229,Xerox 1916,29,2,East,78,Corporate,05-02-2017,First Class,Ohio,Paper
Office Supplies,Columbus,United States,Dorothy Wardle,20.00%,1,02-02-2017,US-2017-164147,43229,Staples,7,9,East,21,Corporate,05-02-2017,First Class,Ohio,Fasteners
Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Xerox 195,10,3,West,20,Consumer,19-10-2016,Standard Class,California,Paper
Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Xerox 1880,17,1,West,35,Consumer,19-10-2016,Standard Class,California,Paper
Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",3,4,West,12,Consumer,19-10-2016,Standard Class,California,Art
Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Ideal Clamps,2,2,West,4,Consumer,19-10-2016,Standard Class,California,Fasteners
Office Supplies,Roseville,United States,Lena Creighton,20.00%,1,13-10-2016,CA-2016-145583,95661,GBC Wire Binding Strips,27,3,West,76,Consumer,19-10-2016,Standard Class,California,Binders
Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Fiskars Softgrip Scissors,18,6,West,66,Consumer,19-10-2016,Standard Class,California,Supplies
Furniture,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Longer-Life Soft White Bulbs,21,14,West,43,Consumer,19-10-2016,Standard Class,California,Furnishings
Furniture,Philadelphia,United States,Jonathan Doherty,20.00%,1,05-09-2016,CA-2016-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10,2,East,83,Corporate,07-09-2016,Second Class,Pennsylvania,Furnishings
Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,1,18-09-2017,CA-2017-106180,94122,Newell 343,2,3,West,9,Corporate,23-09-2017,Standard Class,California,Art
Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,1,18-09-2017,CA-2017-106180,94122,Convenience Packs of Business Envelopes,5,3,West,11,Corporate,23-09-2017,Standard Class,California,Envelopes
Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,1,18-09-2017,CA-2017-106180,94122,Xerox 1911,69,3,West,144,Corporate,23-09-2017,Standard Class,California,Paper
Office Supplies,Independence,United States,Sandra Glassco,0.00%,1,22-12-2017,CA-2017-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,218,3,Central,839,Consumer,27-12-2017,Standard Class,Missouri,Appliances
Office Supplies,Pasadena,United States,Helen Andreada,0.00%,1,07-09-2015,CA-2015-110744,91104,Safco Industrial Wire Shelving,20,7,West,672,Consumer,12-09-2015,Standard Class,California,Storage
Furniture,Newark,United States,Maureen Gastineau,20.00%,1,22-10-2014,CA-2014-110072,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",13,4,East,94,Home Office,28-10-2014,Standard Class,Ohio,Furnishings
Technology,Franklin,United States,Justin Ellison,0.00%,1,05-12-2016,CA-2016-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,104,11,Central,384,Corporate,09-12-2016,Standard Class,Wisconsin,Phones
Technology,Franklin,United States,Justin Ellison,0.00%,1,05-12-2016,CA-2016-114489,53132,Anker Astro 15000mAh USB Portable Charger,6,3,Central,150,Corporate,09-12-2016,Standard Class,Wisconsin,Phones
Furniture,Franklin,United States,Justin Ellison,0.00%,1,05-12-2016,CA-2016-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",586,8,Central,"1,952",Corporate,09-12-2016,Standard Class,Wisconsin,Chairs
Office Supplies,Franklin,United States,Justin Ellison,0.00%,1,05-12-2016,CA-2016-114489,53132,GBC Prestige Therm-A-Bind Covers,81,5,Central,172,Corporate,09-12-2016,Standard Class,Wisconsin,Binders
Office Supplies,Scottsdale,United States,Tamara Willingham,20.00%,1,13-03-2016,CA-2016-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,18,5,West,158,Home Office,16-03-2016,First Class,Arizona,Appliances
Technology,Scottsdale,United States,Tamara Willingham,20.00%,1,13-03-2016,CA-2016-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,15,2,West,203,Home Office,16-03-2016,First Class,Arizona,Phones
Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,1,31-05-2015,CA-2015-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,26,7,West,58,Corporate,02-06-2015,First Class,California,Paper
Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,1,31-05-2015,CA-2015-124919,95123,Xerox 1883,49,4,West,106,Corporate,02-06-2015,First Class,California,Paper
Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,1,31-05-2015,CA-2015-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",21,6,West,81,Corporate,02-06-2015,First Class,California,Storage
Office Supplies,Seattle,United States,Neil Knudson,0.00%,1,28-05-2015,CA-2015-118948,98105,Newell 311,2,3,West,7,Home Office,03-06-2015,Standard Class,Washington,Art
Furniture,Seattle,United States,Dave Brooks,20.00%,1,01-03-2014,CA-2014-104269,98115,Global Deluxe High-Back Manager's Chair,51,2,West,458,Consumer,06-03-2014,Second Class,Washington,Chairs
Office Supplies,Edmond,United States,Nora Paige,0.00%,1,20-11-2016,CA-2016-114104,73034,Avery 519,7,2,Central,15,Consumer,24-11-2016,Standard Class,Oklahoma,Labels
Technology,Edmond,United States,Nora Paige,0.00%,1,20-11-2016,CA-2016-114104,73034,Avaya 5420 Digital phone,236,7,Central,945,Consumer,24-11-2016,Standard Class,Oklahoma,Phones
Office Supplies,Los Angeles,United States,Ted Trevino,0.00%,1,11-05-2016,CA-2016-162733,90045,Xerox 1920,3,1,West,6,Consumer,12-05-2016,First Class,California,Paper
Technology,Philadelphia,United States,Eric Murdock,20.00%,1,28-12-2015,CA-2015-119697,19134,Lenovo 17-Key USB Numeric Keypad,1,2,East,54,Consumer,31-12-2015,Second Class,Pennsylvania,Accessories
Office Supplies,Carlsbad,United States,Ruben Dartt,0.00%,1,16-11-2016,CA-2016-154508,88220,Staple envelope,13,5,West,28,Consumer,20-11-2016,Standard Class,New Mexico,Envelopes
Office Supplies,Seattle,United States,Max Jones,20.00%,1,07-11-2016,CA-2016-113817,98115,Wilson Jones International Size A4 Ring Binders,10,2,West,28,Consumer,11-11-2016,Standard Class,Washington,Binders
Office Supplies,San Antonio,United States,Becky Martin,20.00%,1,08-09-2014,CA-2014-139892,78207,BIC Brite Liner Highlighters,3,3,Central,10,Consumer,12-09-2014,Standard Class,Texas,Art
Technology,San Antonio,United States,Becky Martin,40.00%,1,08-09-2014,CA-2014-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,"-1,360",8,Central,"8,160",Consumer,12-09-2014,Standard Class,Texas,Machines
Office Supplies,San Antonio,United States,Becky Martin,20.00%,1,08-09-2014,CA-2014-139892,78207,Space Solutions HD Industrial Steel Shelving.,-59,3,Central,276,Consumer,12-09-2014,Standard Class,Texas,Storage
Furniture,San Antonio,United States,Becky Martin,30.00%,1,08-09-2014,CA-2014-139892,78207,SAFCO Arco Folding Chair,-25,9,Central,"1,740",Consumer,12-09-2014,Standard Class,Texas,Chairs
Office Supplies,San Antonio,United States,Becky Martin,20.00%,1,08-09-2014,CA-2014-139892,78207,Sanford Liquid Accent Highlighters,7,6,Central,32,Consumer,12-09-2014,Standard Class,Texas,Art
Office Supplies,San Antonio,United States,Becky Martin,80.00%,1,08-09-2014,CA-2014-139892,78207,Kensington 7 Outlet MasterPiece Power Center,-454,5,Central,178,Consumer,12-09-2014,Standard Class,Texas,Appliances
Technology,San Antonio,United States,Becky Martin,20.00%,1,08-09-2014,CA-2014-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,9,3,Central,144,Consumer,12-09-2014,Standard Class,Texas,Phones
Office Supplies,Los Angeles,United States,Chad Sievert,0.00%,1,05-08-2014,CA-2014-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",10,3,West,21,Consumer,09-08-2014,Standard Class,California,Paper
Office Supplies,Los Angeles,United States,Chad Sievert,0.00%,1,05-08-2014,CA-2014-118962,90004,Xerox 1913,53,2,West,111,Consumer,09-08-2014,Standard Class,California,Paper
Furniture,Los Angeles,United States,Chad Sievert,20.00%,1,05-08-2014,CA-2014-118962,90004,"Global Value Steno Chair, Gray",21,7,West,340,Consumer,09-08-2014,Standard Class,California,Chairs
Office Supplies,Chicago,United States,Jennifer Braxton,80.00%,1,14-09-2014,US-2014-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,-131,2,Central,52,Corporate,19-09-2014,Standard Class,Illinois,Appliances
Office Supplies,Chicago,United States,Jennifer Braxton,20.00%,1,14-09-2014,US-2014-100853,60623,Avery 51,7,4,Central,20,Corporate,19-09-2014,Standard Class,Illinois,Labels
Office Supplies,Houston,United States,Shirley Jackson,80.00%,1,21-04-2017,US-2017-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",-243,4,Central,97,Consumer,25-04-2017,Second Class,Texas,Appliances
Furniture,Newark,United States,Joel Eaton,30.00%,1,21-11-2015,US-2015-101511,43055,"Padded Folding Chairs, Black, 4/Carton",-11,7,East,397,Consumer,23-11-2015,Second Class,Ohio,Chairs
Office Supplies,Newark,United States,Joel Eaton,20.00%,1,21-11-2015,US-2015-101511,43055,Acme Rosewood Handle Letter Opener,-4,5,East,16,Consumer,23-11-2015,Second Class,Ohio,Supplies
Office Supplies,New York City,United States,Jim Kriz,0.00%,1,15-12-2015,CA-2015-137225,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",1,1,East,3,Home Office,19-12-2015,Standard Class,New York,Art
Office Supplies,Decatur,United States,David Kendrick,20.00%,1,05-12-2014,CA-2014-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",2,2,Central,25,Corporate,09-12-2014,Second Class,Illinois,Storage
Technology,Decatur,United States,David Kendrick,20.00%,1,05-12-2014,CA-2014-166191,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,77,7,Central,409,Corporate,09-12-2014,Second Class,Illinois,Accessories
Technology,Monroe,United States,Robert Marley,0.00%,1,19-11-2014,CA-2014-158274,71203,AT&T TR1909W,131,4,South,504,Home Office,24-11-2014,Second Class,Louisiana,Phones
Technology,Monroe,United States,Robert Marley,0.00%,1,19-11-2014,CA-2014-158274,71203,Nokia Lumia 521 (T-Mobile),42,5,South,150,Home Office,24-11-2014,Second Class,Louisiana,Phones
Technology,Monroe,United States,Robert Marley,0.00%,1,19-11-2014,CA-2014-158274,71203,HP Standard 104 key PS/2 Keyboard,7,2,South,29,Home Office,24-11-2014,Second Class,Louisiana,Accessories
Office Supplies,Fairfield,United States,Sally Knutson,0.00%,1,28-11-2016,CA-2016-105018,6824,Avery Poly Binder Pockets,3,2,East,7,Consumer,02-12-2016,Standard Class,Connecticut,Binders
Technology,Los Angeles,United States,Frank Merwin,0.00%,1,26-08-2014,CA-2014-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,23,8,West,177,Home Office,30-08-2014,Standard Class,California,Accessories
Office Supplies,Grand Prairie,United States,Alice McCarthy,20.00%,1,16-07-2016,CA-2016-157000,75051,"Personal Filing Tote with Lid, Black/Gray",4,3,Central,37,Corporate,22-07-2016,Standard Class,Texas,Storage
Office Supplies,Grand Prairie,United States,Alice McCarthy,20.00%,1,16-07-2016,CA-2016-157000,75051,Southworth 25% Cotton Antique Laid Paper & Envelopes,6,3,Central,20,Corporate,22-07-2016,Standard Class,Texas,Paper
Furniture,New York City,United States,Mark Packer,20.00%,1,12-10-2015,CA-2015-102281,10035,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",112,4,East,899,Home Office,14-10-2015,First Class,New York,Bookcases
Technology,New York City,United States,Mark Packer,0.00%,1,12-10-2015,CA-2015-102281,10035,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,20,6,East,72,Home Office,14-10-2015,First Class,New York,Phones
Office Supplies,New York City,United States,Mark Packer,0.00%,1,12-10-2015,CA-2015-102281,10035,Xerox 205,25,8,East,52,Home Office,14-10-2015,First Class,New York,Paper
Furniture,New York City,United States,Mark Packer,20.00%,1,12-10-2015,CA-2015-102281,10035,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",47,3,East,626,Home Office,14-10-2015,First Class,New York,Bookcases
Office Supplies,New York City,United States,Mark Packer,0.00%,1,12-10-2015,CA-2015-102281,10035,4009 Highlighters by Sanford,7,5,East,20,Home Office,14-10-2015,First Class,New York,Art
Office Supplies,Redlands,United States,Mary Zewe,0.00%,1,31-10-2015,CA-2015-131457,92374,Poly String Tie Envelopes,7,7,West,14,Corporate,06-11-2015,Standard Class,California,Envelopes
Office Supplies,Hamilton,United States,Cassandra Brandow,20.00%,1,21-03-2014,CA-2014-140004,45011,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1,2,East,7,Consumer,25-03-2014,Standard Class,Ohio,Art
Office Supplies,Hamilton,United States,Cassandra Brandow,20.00%,1,21-03-2014,CA-2014-140004,45011,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2,3,East,6,Consumer,25-03-2014,Standard Class,Ohio,Art
Office Supplies,Westfield,United States,Valerie Mitchum,0.00%,1,06-11-2017,CA-2017-107720,7090,Decoflex Hanging Personal Folder File,12,3,East,46,Home Office,13-11-2017,Standard Class,New Jersey,Storage
Office Supplies,Philadelphia,United States,Fred Hopkins,70.00%,1,06-07-2017,US-2017-124303,19120,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-2,2,East,3,Corporate,13-07-2017,Standard Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,Fred Hopkins,20.00%,1,06-07-2017,US-2017-124303,19120,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",6,3,East,16,Corporate,13-07-2017,Standard Class,Pennsylvania,Paper
Office Supplies,Akron,United States,Maria Bertelson,20.00%,1,24-06-2017,CA-2017-105074,44312,Southworth 25% Cotton Linen-Finish Paper & Envelopes,7,3,East,22,Consumer,29-06-2017,Standard Class,Ohio,Paper
Furniture,Denver,United States,Bruce Stewart,50.00%,1,03-08-2014,CA-2014-133690,80219,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-162,2,West,219,Consumer,05-08-2014,First Class,Colorado,Tables
Office Supplies,Denver,United States,Bruce Stewart,20.00%,1,03-08-2014,CA-2014-133690,80219,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",0,1,West,3,Consumer,05-08-2014,First Class,Colorado,Appliances
Office Supplies,Dallas,United States,Logan Currie,80.00%,1,17-12-2017,US-2017-116701,75220,Eureka Sanitaire  Commercial Upright,-179,2,Central,66,Consumer,21-12-2017,Second Class,Texas,Appliances
Furniture,Franklin,United States,Heather Kirkland,20.00%,1,03-06-2017,CA-2017-126382,37064,"Eldon 200 Class Desk Accessories, Burgundy",10,7,South,35,Corporate,07-06-2017,Standard Class,Tennessee,Furnishings
Technology,Whittier,United States,Laurel Elliston,20.00%,1,09-12-2017,CA-2017-108329,90604,Nortel Business Series Terminal T7208 Digital phone,44,4,West,445,Consumer,14-12-2017,Standard Class,California,Phones
Office Supplies,Saginaw,United States,Joseph Holt,0.00%,1,01-12-2017,CA-2017-135860,48601,"Tennsco Lockers, Gray",6,4,Central,84,Consumer,07-12-2017,Standard Class,Michigan,Storage
Technology,Saginaw,United States,Joseph Holt,0.00%,1,01-12-2017,CA-2017-135860,48601,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,36,2,Central,132,Consumer,07-12-2017,Standard Class,Michigan,Phones
Office Supplies,Saginaw,United States,Joseph Holt,0.00%,1,01-12-2017,CA-2017-135860,48601,"Avery Durable Slant Ring Binders, No Labels",7,4,Central,16,Consumer,07-12-2017,Standard Class,Michigan,Binders
Office Supplies,Saginaw,United States,Joseph Holt,0.00%,1,01-12-2017,CA-2017-135860,48601,"Advantus Push Pins, Aluminum Head",16,9,Central,52,Consumer,07-12-2017,Standard Class,Michigan,Fasteners
Office Supplies,Saginaw,United States,Joseph Holt,0.00%,1,01-12-2017,CA-2017-135860,48601,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",4,1,Central,92,Consumer,07-12-2017,Standard Class,Michigan,Storage
Technology,Dallas,United States,Michael Stewart,20.00%,1,09-02-2015,CA-2015-101007,75220,Memorex Micro Travel Drive 8 GB,7,2,Central,21,Corporate,13-02-2015,Second Class,Texas,Accessories
Office Supplies,Medina,United States,Victoria Wilson,20.00%,1,02-01-2015,CA-2015-146262,44256,Avery 505,9,2,East,24,Corporate,09-01-2015,Standard Class,Ohio,Labels
Furniture,Medina,United States,Victoria Wilson,50.00%,1,02-01-2015,CA-2015-146262,44256,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,-244,5,East,452,Corporate,09-01-2015,Standard Class,Ohio,Bookcases
Technology,Medina,United States,Victoria Wilson,40.00%,1,02-01-2015,CA-2015-146262,44256,Speck Products Candyshell Flip Case,-15,3,East,63,Corporate,09-01-2015,Standard Class,Ohio,Phones
Technology,Medina,United States,Victoria Wilson,70.00%,1,02-01-2015,CA-2015-146262,44256,Cisco 9971 IP Video Phone Charcoal,-950,9,East,"1,188",Corporate,09-01-2015,Standard Class,Ohio,Machines
Technology,Medina,United States,Victoria Wilson,20.00%,1,02-01-2015,CA-2015-146262,44256,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,4,2,East,90,Corporate,09-01-2015,Standard Class,Ohio,Accessories
Office Supplies,Los Angeles,United States,Jonathan Howell,0.00%,1,28-10-2016,CA-2016-130162,90032,"Personal Filing Tote with Lid, Black/Gray",26,6,West,93,Consumer,01-11-2016,Standard Class,California,Storage
Technology,Los Angeles,United States,Jonathan Howell,20.00%,1,28-10-2016,CA-2016-130162,90032,Adtran 1202752G1,23,3,West,302,Consumer,01-11-2016,Standard Class,California,Phones
Office Supplies,Dublin,United States,Joni Blumstein,20.00%,1,24-12-2015,CA-2015-169397,43017,OIC Bulk Pack Metal Binder Clips,2,2,East,6,Consumer,27-12-2015,First Class,Ohio,Fasteners
Office Supplies,Dublin,United States,Joni Blumstein,20.00%,1,24-12-2015,CA-2015-169397,43017,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",8,6,East,23,Consumer,27-12-2015,First Class,Ohio,Paper
Office Supplies,Dublin,United States,Joni Blumstein,70.00%,1,24-12-2015,CA-2015-169397,43017,Ibico Standard Transparent Covers,-14,4,East,20,Consumer,27-12-2015,First Class,Ohio,Binders
